Company Name,Verticals,Financing Stage,Region,Company Description,Company Highlights,Pitch Deck,Get Connected,Founder Name,View LinkedIn,Pitch Video (if available),View Website,State,Country,Accelerator Program
Tromml,"Artificial intelligence and machine learning,Fintech,Supply chain technology",Pre-Seed,United States,"Tromml provides AI-powered analytics to eCommerce sellers, enabling improved profitability through enhanced data visibility and insights. The company focuses on high-SKU count categories, initially targeting the auto parts and accessories market.","- Currently supporting 5 clients in a paid Beta, representing $78k in ARR. 
- First clients saw 5 point margin improvement in 3 months. 
- Received $60k in non-dilutive funding. ",Tromml deck.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/w1WlrGOhUeGA5osPdsQakw/Au2TKOyGf8xIfxLPaZA8mtOI_aIInTOIQR66zwkcuuoFW_z8Jc58Bs4dym2eIy9ZFm23NEW6cAzoqJHZXIlIZvZBjOJ-oVQdFhyNqHQAAjtdSZ1poDJpc_MVJySZdZ3l-mT0v0u_o7q-Hf756NZ17Q/45XtzBd6sVckKSr4pvyNy5CLWngO_TiZILD1DdGFadI),https://brdg.app/s/kfjay4,Lauren McCullough,https://www.linkedin.com/in/laurenrmccullough/,https://fast.wistia.com/embed/medias/icdljfrs51,www.tromml.com,North Carolina,United States,Techstars Austin Accelerator
Cohere Commerce,"Big Data,Marketing tech,Mobile commerce",Pre-Seed,United States,"Cohere Commerce is Glassdoor for retail, we let brands and retailers connect in an efficient, and data-driven way. With over 600 users joined in 6 months, we’re building the new standard for retail bringing transparency and efficiency to the industry","- April 2023: Built MVP in 3 weeks, and got our first 2 paying users right after the launch.
- June 2023: Onboarded over 150 brands in 1 month, and hosted our first in-person event with 80+ cpg founders and retail buyers.
- September 2023: Joined Techstars program. Got LOI from regional and national chain retailers. Organically onboarded 280+ retailers and 350+ brands to Cohere.
- December 2023: Secured key partnerships with national broker group and regional distributors to reach 7000+ stores. 50 new brand annual contracts starting Jan 2024.",24.01 Cohere Investor Deck (Full).pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/JsmHVxuGBXL5htJ0wk0Y6A/0OhzWAYH_-UBQnEl1eQrnt2t4TD5wn7wFhMIjy106k7mhF83DeUwR5gSB3_EpPcvZEC2x6SctwjUIWwXe-WGu5O5nORyllytgGVKmohhWi1kThKTt7BaEKTDs_OrTD9Wagc4q_t9Mz6woZR9eANkP44vvf2nDgFOGIL17gvsZwg/RKMeptZBIMCHju81pD_okbm3wElnMqWbVuM695ONaFA),https://brdg.app/s/1vxhu3,Mike Chen,https://www.linkedin.com/in/mike-j-chen/,https://fast.wistia.com/embed/medias/qhjwfvkbyi,https://www.thecohere.com,California,United States,Techstars Los Angeles powered by J.P. Morgan
IONA,"Drones,Robotics,Supply chain technology",Seed,Europe,"IONA is developing a hyper-efficient delivery solution combining drones and robotics for shipping companies losing hundreds of millions every year in rural last-mile, due to empty cargo bays, scattered delivery points, and driver shortages. ","- $700k in revenue forecasted for 2024.
- Revenue from B2G to cover R&D costs.
- MVP-ready and patented.
- In negotiation with 5 national providers.",IONA Pitch Deck.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/hz0v6_pCTkLP7hBxOhi6pQ/16IEzDBUS-a1CwNZbE_prU-92UHMHMhb6prqs8zQG816D4tVxLJIbCDvGONyEdPH68bbEtvksI8XWdBbFCQbvD1jFxY6rf1zhaDUka2FCQXXIiSzPU7tS93HnVAH3a0Evdlp-aqE539VYeqPKGCyXg/LQmWyDftYWc3zqNwv8wTYejaTfHU0qzzq2N7qjEcUq4),https://brdg.app/s/2o7awe,Etienne Louvet,https://www.linkedin.com/in/etiennelouvet,https://fast.wistia.com/embed/medias/ek0imww3l0,https://www.ionalogistics.com/,,United Kingdom,Techstars Los Angeles powered by J.P. Morgan
Ecomtent,"Adtech,Artificial intelligence and machine learning,Marketing tech",Pre-Seed,Canada,"Ecomtent is the next generation of ecommerce catalogue management. We help sellers with thousands of product listings generate and continuously optimize their visual and written content, and effortlessly list these across different marketplaces","'- In 2023, we generated $45K in revenue after launching in the last week of April. Currently MRR is growing 36% MoM.
- Over the course of Techstars (Oct 1st - Dec 31st), our Subscriber LTV has increased +331%, whilst Churn rates have decreased 73%.
- We have two paid pilots with a $14bn and $9bn customer.
- Customers generated +90k images / infographics / listings on our tool in 2023.",Full Ecomtent pitch deck (Jan'24).pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/kG46IbKxPInAcAyhK2zCkA/bq2Gzx2cWrj8zE6B2RRqhPo1LXvvfOobPRrs9Mmt6LqRGbOGgoKHtQo6uLjbdjbyMYU6w44JVWOf8WzZ8nP1n9K6mgoD819-TxK6C6Hkgi0eb116HjHN79BKgamLHiy_pdJfFFY4G3kXrJg-vxEtzIaFN47CzFLbBQVF7XNdKWw/8zAsbpfCVRGAwzZwSB4ds4tHtpaOkm20rPJg1RAbstg),https://brdg.app/s/1twb2n,Max Sinclair,https://www.linkedin.com/in/max-sinclair-ai/,,https://www.ecomtent.ai/,,Canada,Techstars Future of Ecommerce powered by eBay
Immerce,"Augmented reality,Mobility tech,Virtual reality",Seed,United States,"Immerce is a B2B SaaS company that leverages generative AI to produce interactive SKU/Vin-specific 3D models that can be photographed and distributed within minutes, with our immediate focus on the automotive sector.","- B2B SaaS in $4B market.
- $25K MRR, $1M annual LOI signed, contract weeks away from closing, another $8M in our pipeline.
- Combined 40+ years in automotive SaaS including two previous exits.
- Software is live ,with paid pilots with 10 dealerships and 2 enterprise clients.",Immerce-SeedPitchDeck.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/j8TkGoQN34X2lmhFEys6xg/LwOEju943ifyc65aRfSaKeLgRlJNQ0FOj1j1Z1DeDqPBIUPdX6iM3JIWcx5wbEphWua4xdh2qalIgeXIZ5Q_VfT0i5H1IVY7eeA3KWR5dEHlvdNdT2Rf91NwrMpUnDnHydI3etGrZi3TA6wAVBEpxDC_zNxfWK_gohVhCv5WAG8/1R3U8ucNvkxhQu1-t4VdpTX-v60tkdNi1RAHp-Pmgms),https://brdg.app/s/9uqapv,Matthew J. Gonzalez,,,https://immerce.io,New York,United States,Techstars New York City powered by J.P. Morgan
Carbonext Inc.,"Cleantech,Climate tech",Seed,United States,"Using a strategy that incorporates circularity into decarbonization to develop a cost-effective and scalable production of 3D-Graphene, Carbonext is developing a domestic solution to the impending national security crisis of graphite deficit.","'- MOU (pending final diligence) w/ Oklahoma State University.
- MOU in progress with South-West Research Institute on 'Pilot Scale Design and Demonstration of Carbonext 3D-Graphene Technology.
- In due diligence phase with some interested investors.",DemodayDeckPri.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/-N8VHgCAz55nhFe36S5ISQ/J_xXThmpLW8xQSgazrVRzG-umFGPGOJVWp2GifxEvRN0S-iBq_6LqqQgGk-y-bvQgqRBqfYMHt7lN2_VraOTi8DrxiHlPe1SHnz-xOK9Ea-Y39CsaYNFTu0K-nCINMzQOoesMJezi7iaZg5Ofr5qBA/Xb6XmbJ2LjmKLDkDdQIbFi2FKhQtHHYHrEtRkuIvGHs),https://brdg.app/s/4qwfb1,Lanre Tanimola,https://www.carbonextinc.com/,https://fast.wistia.com/embed/medias/y7c633zbgd,https://www.carbonextinc.com/,Texas,United States,Build in Tulsa Techstars Accelerator
Easy Platter,"Foodtech,Future of work,Healthtech",Seed,Canada,Easy Platter offers access of vetted professional chefs to cook healthy meals in your home for $99/wk.,"- Partnership with 60+ nutritionists.
- Partnership with a employer networks with 80k registered employees.
- 80+ inbound chef requests in key markets.
- 41% gross profit.
- $200k GMV 2023.",Company Deck_Easy Platter_Jan.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/6AR0MDLbL8VUFhc7FDrEpg/j3_CEXZtQ4_vb6uK4MFjwXK8wV_6UcQ_SPsTLl7P5mWkb6eSTU9IbfHEBHjNPrj9a2UlFDgwKzOrRIw_fKyaNkglZEMSxnS-hYmwE2cKpQJywclJui5tkW2osxodDioLyco2LFpJ1nexfdLgVTHK63zufpc82iHVP6Sof7MIYxY/qUKofPYqCgzLdMxGkI3g9GnL25pOYC2uyx9zKPH5OIA),https://brdg.app/s/h2diek,Mandhir Singh,https://www.linkedin.com/in/mandhirs/,https://fast.wistia.com/embed/medias/4avm0pjlbb,www.easyplatter.com,,Canada,Techstars Seattle Accelerator
Vero Learning,"Edtech,Future of work,HRtech",Pre-Seed,United States,"Vero Learning is a career guidance and job placement platform that empowers schools and corporations with skills building tools and data driven insights to boost youth employability and help hiring managers make more informed recruitment choices. 
","- Development of our pre employment screening to help candidates uncover their strengths.
- Successful NYC School Pilots: Over 80% of students who used our pre employment screening felt more confident about entering the job market after completing our pilot. 
- Completion of 2 transferable skills course modules and upcoming pilots in FL schools.
- Fortune 500 corporate pilot with Office Depot to identify ideal employee profiles and streamline early career pathways for students.",Vero Learning_ Deck.pptx.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/SzIPYre3ut0ZBZih3L2ytA/emSNW926TfOyrWV6WVKjpYaHMZyUWVkliZjGEtyHcS7uphVjqTRInmGlJOdrWqbMIP0Q5eN8fXobEaxSZWj3BMai_QkP6kmzCFmW8YKNz9Ou1KD_zxyLAhMOL3W4cCGbXArjNAuq3sR6Z5cHg4F-n0JtFcWXTtAA668L7iTjKcE/22Sa431ZF2Z-1MKKkn_k18VlF2FD_if_NoLrgn4SE98),https://brdg.app/s/bm5ctf,Chrissybil Boulin,https://www.linkedin.com/in/chrissybil-boulin-a348b4114/,https://fast.wistia.com/embed/medias/wdbp6n3c5o,https://www.verolearning.com,California,United States,Techstars Economic Mobility Powered by Samvid Ventures
Gamr,"Artificial intelligence and machine learning,eSports,Gaming,Mobile,Web 3.0/Crypto/Blockchain",Pre-Seed,United States,"Gamr is a next-generation platform for gamers to compete and get paid. Gamr App is live with 300k users, over 2,000 tournaments hosted, paid out $100k to 2,000 gamers while generating $400k in revenue (B2B) with clients like Red Bull, MTN.




","'- Over 300k users (23% MoM).
- $400k ARR (B2B) with an additional $500k in pipeline.
- 10-yr exclusive partnership NUGA (NCAA for Nigeria) to deploy collegiate Esports.
- Key Accounts include: RedBull, Logitech, MTN, Spotify, and Take-Two Games.",Gamr Deck_Q1_IR.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/6uagu0f6vPZQS66SbzgKTQ/_j27IIXMpymJisGIefqM2VtRHrVV4LqaJ9jByuSmDAP_QwmhCfo2Uv7wr8p6BLLg0ABFQtDxiPBJ2UctUsRnsIOY38UW3TR73LNOzihhSXRvRXpVTQWyJl9MkJg0dvsxE3indx9jAO0zpB3fKuR-9Q/TwK1fkLuaLfGyrDt-5GEHkmvU1GY6w-hmw_PAFvurfo),https://brdg.app/s/fpcu0d,Seyi Fakoya,https://www.linkedin.com/in/seyifakoya,,https://gamr.africa,Oklahoma,United States,Build in Tulsa Techstars Accelerator
LUBU Technologies,"Digital health,Sports Tech,Wearables and quantified self",Pre-Seed,United States,"LUBU helps athletes augment performance and minimize injury risks, providing them with clear risk levels and recommendations. We accomplish this by gathering unique biomarkers from the fundamental source of human movement with our smart insoles.",#NAME?,LUBU - Teaser deck v04b.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/r5K_OG0qRWbSOdqLMdO37A/ui3By2OzUE-Wj6weBYvVnM7UzdxIXWCeYXlMUHjIFIda7_xkEUJKtStnyfocSOWoKk4jywzLNSn2gq2rPZai4ZYomx7-HSZnu60R2hD7LvD6SOkK_ontM4-S0dYwL6Ad0zvQFmhEGiSkPtvEG6xUgMXI9pmIQENdW-lCCive_rA/OGNwALTcXXMjpIHo6sdMOaJyyAn3JummzmroKEvAXEc),https://brdg.app/s/vh1psx,Luca Buratto,https://www.linkedin.com/in/burattoluca/,https://fast.wistia.com/embed/medias/l2md14775q,https://lubu.ai/,California,United States,Techstars Physical Health Fort Worth
Jackalo,"Climate tech,Impact investing,Supply chain technology",Pre-Seed,United States,"Jackalo is America's first circular kids' clothing brand. We make long-lasting, comfortable, and sustainable clothes for kids. We then buy them back when outgrown to be renewed and resold or responsibly recycled. ","'- 34% returning customer rate (industry average is 20-30%).
- In the past year, grew from a team of one, to a team of 5 with an advisory board made up of leaders in circularity, fashion, marketing and law. With the help of Techstars, we are well positioned for growth in an $9B market that has relatively few players.
- 100% five star reviews.
- $122 average order value.",Jackalo - Pitch Deck-compressed.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/wLB4c59fIwKyBCWIMAIKYw/ZRA4yrSFT0u4h-F0pxAiDjza_0P6zLl3GfVWDwZzAqr-FiRpGlW49Aqf8hHbpUtoQxYZlzzM7l-6B0-9i6luDAwijCPTlfEaorAeDNnF1VBQGOC5E2iq4ZSx5TdcYtmLzvXBa4dmBN_4JeOXkDFmRjBJIP_Tfj9WobPwn3tDIM0/eU4epV1chZb3gHgyIDxY1C850qsX0RVNnDkKajYDqik),https://brdg.app/s/6w9tas,Marianna Sachse,https://www.linkedin.com/in/marianna-sachse-1176066/,,https://hellojackalo.com/,Washington DC,United States,Techstars Washington DC powered by J.P. Morgan
WorkDone Inc.,"Artificial intelligence and machine learning,Fintech,Manufacturing",Pre-Seed,United States,"WorkDone automates the work that consultants do to diagnose a client’s problems, generate solutions and deploy automation, all while learning operational best practices and empowering each employee to work at the level of the top performers.
","- 3 paid customers totalling $45K.
- Conversion to subscription model.
- First patent received April 2023.",WorkDone_InvestorReveal.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/GFXMI2bT3P7kmt7zBONfdg/qPxj9wUoetb-g_rzh-sY4Yf_dhk2EvqPY8tszAgmpie_t665-Om8XAKfAMIx7AlRRs5XmpqMSiYS8bP40FrKm9TKp36tAc6tOzv1Rfa4gVjbG6YQcWga048m9YostGrdE-jbDMMob9spoGFZZfhhAm84-6qRR3otvbrDnidx7iU/q9WUScaK62QceZ_F-YmnHvXqWBP3Oa0sCzPzj4mRs80),https://brdg.app/s/ha8kxh,Joseph Rogers,https://www.linkedin.com/in/josephrogers/,,www.workdone.ai,California,United States,Techstars Future of Ecommerce powered by eBay
STACKEASE,"Artificial intelligence and machine learning,Climate tech,Fintech",Pre-Seed,Europe,"Spinoff of the French National Research Institute in Computer Science, STACKEASE transforms batteries into gold. We are developing real-time optimization software to trade battery power in electricity markets, 24/7 using Deep Reinforcement Learning. ","- Signed a pilot project with FRANCE largest independent power producer.
- Achieved an MVP sales pipeline exceeding 100k€.
- Hired top talent machine learning and energy storage optimization engineers.
- MVP generates 20% additional revenue compared to market practices.
- Attracted investment interest from potential customers, reflecting confidence in our technology and its market viability.",Stackease_pitch_deck_2024.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/GuNHGnooFkwyJPAIstc7GA/xiHvFQBd9IbRBYHTQJY2kdmAZgEaRC9I5lfqrbdMmg2NATd843aXST6f7UXlm6cZ5hrHpLI7eUNCBaFajfW596audo9xKJTGS2UV5gwE1zp4vIXMFJ8GZPRghmhhkPBl7dPdZJa4pJDyulUX2p3h5JgmELH97jXw_xd9amr3vXg/tIDRvCdIyzkLYIxfylmrNajMnr1OvYizoIEEkWVeE7E),https://brdg.app/s/u2ncyy,Maxence Garson,https://www.linkedin.com/in/maxenceg/,https://fast.wistia.com/embed/medias/d5qnd0u72j,https://stackease.fr/,,France,Techstars Sustainability Paris Accelerator
Viewit,"Real estate tech,Augmented reality,Virtual reality",Seed,Middle East,"Over 90% of internet traffic in 2023 was video and Viewit is leveraging this shift. Viewit is a platform that connects you to your dream home through immersive video content in a swipeable format where you can casually scroll, without the guilt. ","- Have increased monthly active users from 3,500 to 4,200 and listings from 2,000 live listings in August to over 3,000 in Jan 2024.
- Are in 3 dev cycles - one for our TikTok-style real estate app, our listing app and our AI virtual agent. We are actively working on scaling these products for Dubai, Pakistan and eventually the US.
- Listings, conversions and bounce rate are all improving with very small budgets and so our CAC is improving, especially for viewit.pk. As a result, MRR in PK has consistent.
- Came 1st in PropTech Buzz company of the day, similar to Product Hunt for PropTech, specifically. Also nominated for Middle East Startup Awards as the best new startup in the UAE.",PitchDeck-Viewit-compress1.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/-dR42HfP9Tjl7H1kK_17ag/Wq_hd15L1Bl4HNIwRSi6uKvT-WKGg4wGARitp7T-1ePq4Ghl44zMZVWWelT4DVux5iG8ZZT2VebDCNxLHU0V5y1jsJYnHKPw-RgQW1_3y6vv0KDu6uOun22RXdpc6ukmDapfggeDSJk_dSUP-G5PNJORpbzXXHVSUK9t-173CVk/9JSBHsq8-XLDghIGiWdyarmePLY2t3FIKhDfyqMOTHc),https://brdg.app/s/087ug7,Farhan Junaid,https://www.linkedin.com/in/farhan-junaid-38976539/,https://fast.wistia.com/embed/medias/w3yo3smhxd,https://www.viewitdubai.com/,,United Arab Emirates,Techstars Chicago Accelerator
Planette,"Artificial intelligence and machine learning,Climate tech",Pre-Seed,United States,"Planette delivers advanced climate forecasts enabling companies of all sizes to make proactive, informed business decisions for a sustainable and profitable future. ",#NAME?,Planette-InvestorDeck-Techstars-Jan2024.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/vwr0GdhlYgu22YnEYyADlg/6zJxXsyHIGPV-f_yoKtcRcke3kdICU4ags7uycO0uoKhm0UYlzESyAh5B2BOqgiVpRFt0-t3g6_j5-HWgrKbzPbSmgr-QljjQtvz1-24H6lrD981abFUIeuLv6-NQjkXLM2uhiqZPiQvi-097rqciCN_ctE95oGeWDlxd_d_RjkWhAbw8ta7Ut5_50SVq0mO/05hx67-PFRP8gXAPPtJc_PEE4wH_XdoFWvvqwQkRGOk),https://brdg.app/s/n071j2,Hansi Singh,https://www.linkedin.com/in/hansi-singh-phd/,https://fast.wistia.com/embed/medias/55bkqxmhrb,https://www.planette.ai,California,United States,Techstars Seattle Accelerator
AMPLY Discovery,"Artificial intelligence and machine learning,Life sciences,Oncology",Seed,Europe,"AMPLY Discovery is powering the discovery of new cures for cancer, metabolic disease, and infectious diseases through AI and synthetic biology - making the discovery of new drugs more predictable and less expensive.","- Developed a pool of thousands of novel drug candidates, advanced in vitro validation and are advancing towards in vivo testing across four R&D programs tackling cancer and respiratory lung infections.
- Secured $2.15m in government-backed funding to advance our work in MDR-TB and Leukemia.
- Developed two new partnerships with expert disease partners to collaborate on those programs.
- Raised $740k pre-seed funding which has helped to accelerate our technical platform development.",AMPLY-about us-10pager-Draft-v0.9.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/8rvOVHlHWdiDZ1v0dSvzfA/5Ayh8gs2T3ghej5cAbhelOy3paomaAtQ6q9rkWKftaDWYqDMgmdokwpMo1cx4j7F-avWdDmi6i_IKfMj_qfoUyASkyRXlpUuTKxOTMCGXeNsS6OqIKcOa3B1dZx7yvYcz51WYtZ2U8Ie3J08u-Lq4eUpr9klVrC_v-TcwD3-cZQ/l--5Cg7vk-pN9at2B9rTrPlEeu9WGS4K5AXMzACZTcY),https://brdg.app/s/pe0hl1,Dermot Tierney (COO),linkedin.com/in/dermot-tierney-33627a5,https://fast.wistia.com/embed/medias/jfhd8d14f9,www.amplydiscovery.com,,United Kingdom,Techstars Chicago powered by J.P. Morgan
PierSight Space INC,"Artificial intelligence and machine learning,Manufacturing,Space tech",Seed,United States,"We are building the world's first satellite constellation with Synthetic Aperture Radar (SAR) in a CubeSat form. Our goal is to create a global database of active vessels across oceans, labeled for human language queries and historical analysis.","- Received contract worth $200k from Indian Coast Guard.
- Won Maritime ISR challenge worth $30k from DIU.
- Launching 1st satellite mission with hosted payload in June 2024.
- Closed a $6Mn funding round led by two Tier-1 institutional investors.",PierSight_Investor Deck_US (2).pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/gOMIXxSYR_ZTuvrmCrCcqQ/E1VH0Ox9ffSP7NHCWihEfCoiJhKctHTP8tZlkxeZgx449EFkRULIxdZMDKIck_5NrpQK1OKKM111ABh3_xFSZ_nlaC05A53T04DaEiglnY21x1GzfMX3WevZUayMqN6zPfmzDNPd5wLerpaU4MT9ZPYAR-20qzlc6KqXrTUnx4w/pj4hDx56fu6-XhVflGNW3I8COw9PLtGTngoHWPvXAgk),https://brdg.app/s/d6pg4w,Gaurav Seth,https://www.linkedin.com/in/gauravseth93/,https://fast.wistia.com/embed/medias/z9cguhm7ug,www.piersight.space,California,United States,Techstars Space Accelerator
Bummock Ai,"Artificial intelligence and machine learning,Fintech,Legal tech",Pre-Seed,United States,"Bummock’s AI-Driven platform integrates with data rooms and other corporate data sources, makes in-depth legal analysis and returns legal due diligence in minutes not months. Keeps diligence live & realtime. 2nd time female founders from Harvard Law.",#NAME?,Bummock AI Pitch Deck.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/uDUtZl_bUBCUfTcvFv5rkQ/2_9TCHT7SFlZ3dAkqLUHHS9a5ZCGZuQ6h-HilsgKitveHWlA44NqXap_oDoAqOGmtQKpt1erl_8kJArgx6qpirrNOv3lEVHcMonVNsqDA5zX_l_FgV9nuJ1IX8E4XvKEtt-vD2kM1opzRlVQiIgHOj5atReRBa3dv4gj4QKwook/KDZK3tBed34OecDvkKolXOLDmWEfgBkVlhNNMwWr48g),https://brdg.app/s/pnmj9w,Marjan Tabari,https://www.linkedin.com/in/mtabari/,,https://www.bummock.ai,Massachusetts,United States,Techstars Boston Accelerator
